extra_col_11,extra_col_12,extra_col_13,extra_col_14,extra_col_15,extra_col_16,extra_col_17,extra_col_18,extra_col_19,extra_col_20,extra_col_21,extra_col_22,extra_col_23,interactions,launches,screen_time_min,user_id,youtube_comments,youtube_likes,youtube_views
49.85,37.02,41.93,55.73,52.83,32.9,49.23,55.77,43.15,70.05,53.31,43.49,36.31,3,0,22.27,1086,1878,14949,381846
55.89,57.49,45.06,46,61.7,66.68,46.15,48.18,65.35,52.23,53.71,44.03,38.85,8,0,72.31,1076,2325.5,12928.5,249747
61.61,63.38,37.67,49.34,51.09,54.45,34.52,51.24,53.69,53.26,36.83,52.35,57.75,5,0,19.54,1061,2325.5,12928.5,249747
39.16,41.87,64.22,55.39,56.36,52.75,35.15,38.16,49.58,50.17,69.68,59.95,44.97,4,0,36.03,1073,2325.5,12928.5,249747
43.61,56.5,55.05,36.64,59.83,51.12,56.39,72.08,59.14,60.53,29.68,58.47,56.86,9,1,23.44,1093,2325.5,12928.5,249747
59.79,44.81,36.15,45.89,43.92,47.93,62.42,49.25,50.41,58.12,56.7,60.21,33.66,5,3,59.15,1099,2325.5,12928.5,249747
41.74,42.91,40.08,65.48,51.78,43.42,35.69,66.17,58.37,32.71,47.5,60.17,46.85,1,1,30.24,1044,2325.5,12928.5,249747
48.03,50.72,45.53,51.19,40.8,61.95,41.9,65.93,52.34,45.15,52.19,73.65,51.14,6,1,6.35,1049,2325.5,12928.5,249747
52.49,48.18,46.83,63.97,44.6,40.66,52.2,41.66,46.63,57.97,40.8,39.93,34.48,2,1,34.05,1060,2325.5,12928.5,249747
54.92,53.71,46.75,57.52,64.23,57.96,56.27,43.92,26.91,41.98,55.69,61.88,53.82,7,1,4.19,1000,2325.5,12928.5,249747
62.19,46.11,53.26,59.84,52.84,68.91,47.02,50.48,52.68,45.66,47.53,54.36,51.82,5,4,69.13,1010,2325.5,12928.5,249747
39.41,41.55,52.29,46.54,55.09,48.51,37.72,55.14,57.04,52.42,46.55,47.13,45.66,6,1,63.85,1038,2325.5,12928.5,249747
56.62,40.25,33.07,25.81,36.69,49.69,62.72,43.91,46.42,42.56,48.96,62.7,38.96,2,3,7,1070,2325.5,12928.5,249747
55.48,54.45,47.18,36.94,60.25,53.9,57.76,52.94,43.5,64.21,43.45,51.57,34.12,4,0,4.89,1075,2325.5,12928.5,249747
54.3,31.76,53.88,48.16,51.39,55.98,66.28,51.9,57.14,44.67,50.63,47.35,58.17,8,2,35.53,1049,2325.5,12928.5,249747
55.29,42.92,70.55,29.14,47.13,47.24,63.46,66.4,52.41,52.04,44.56,64.74,49.8,5,1,0.42,1094,2325.5,12928.5,249747
63.83,59.23,49.95,57.48,50.05,42.13,57.4,45.92,42.59,41.55,69.78,69.98,51.81,7,2,12.89,1047,2325.5,12928.5,249747
50.34,50.05,55.42,58.63,58.91,44.86,33.4,48.72,45.51,19.13,54.68,71.36,64.47,8,1,22.95,1003,2325.5,12928.5,249747
47.6,57.04,34.9,50.92,46.86,46.06,40.39,51.9,60.46,72.94,67.53,51.61,52.62,4,1,70.61,1028,2325.5,12928.5,249747
55.74,28.61,61.4,46.8,45.54,55.31,56.5,40.21,58.83,47.42,47.3,58.81,37.73,7,4,8.72,1055,2325.5,12928.5,249747
66.05,41.64,52.71,63.73,45.77,84.13,31.76,63.16,43.67,36.4,67.7,56.45,57.45,4,5,16.84,1004,2325.5,12928.5,249747
45.37,44.71,69.3,48.81,62.53,47.94,42.43,51.98,44.37,52.47,54.22,62.16,51.43,8,6,21.1,1034,2325.5,12928.5,249747
45.96,58.77,51.27,54.4,50.58,63.96,49.29,32.49,54.11,60.27,46.28,50.62,35.17,1,3,0.4,1007,2325.5,12928.5,249747
54.21,55.03,45.16,48.03,54.57,48.29,45.56,59.34,55.55,37.88,61.21,66.74,65.19,3,6,46.51,1035,438,5217,63307
66.99,34.44,74.93,66.6,45.74,51.1,43.6,44.77,61.75,65.66,34.65,41.46,44.92,6,2,70.58,1010,2325.5,12928.5,249747
43.96,38.05,70.31,41,68.83,46.02,54.31,43.45,46.68,44.32,58.86,52.71,43.56,6,1,3.9,1041,2325.5,12928.5,249747
37.67,58.17,52.85,54.01,44.11,57.18,46.03,41.32,47.44,48.42,72.27,44.3,49.99,3,0,3.28,1043,2325.5,12928.5,249747
45.31,39.2,59.41,50.12,51.32,57.25,81.01,64.36,59.01,50.27,43.09,44.18,53.32,2,2,5.6,1002,2325.5,12928.5,249747
56.44,58.86,63.96,55.1,48.31,67.72,57.03,63.71,42.13,38.03,68.19,33.02,66.44,7,3,2.82,1026,2325.5,12928.5,249747
59.51,68.97,38.9,42.31,46.21,55.99,40.99,45.24,65.9,51.86,30.5,48.52,72.03,2,1,19.93,1016,2325.5,12928.5,249747
24.75,66.18,43.22,47.16,48.05,47.6,33.55,46.68,53.77,58.97,39.26,36.14,41.7,6,6,30.15,1096,2325.5,12928.5,249747
33.57,53.07,54.1,46.47,70.94,43.48,52.1,53.49,56.23,31.35,49.22,57.39,47.31,5,1,46.55,1068,2325.5,12928.5,249747
36.54,44.72,44.72,47.16,66.41,55.49,54.11,63.82,47.79,63.32,45.85,57.96,71.55,9,1,1.33,1079,2325.5,12928.5,249747
46.22,36.18,54.86,48.26,48.62,32.24,53.44,38.09,29.66,56.85,51.58,68.36,49.82,8,1,8.23,1014,2325.5,12928.5,249747
79.95,47.19,54.29,45.97,48.89,67.41,50.95,48.24,57.41,46.1,42.27,52.51,38.19,3,1,10.44,1066,59,225,3209
44.97,42.5,46.6,29.58,61.29,44.79,52.83,50.85,52.37,53.47,51.65,49.28,46.36,5,5,15.19,1050,2325.5,12928.5,249747
33.24,52.66,58.41,51.43,34.99,54.65,41.92,50.13,69.43,67.34,50.78,48.67,33.07,3,5,88.22,1093,2325.5,12928.5,249747
43.75,38.54,58.71,71.57,62.01,48.16,38.09,32.14,42.13,44.12,56.52,52.06,56.88,4,0,26.39,1041,2325.5,12928.5,249747
40.2,33.06,51.82,51.65,41.74,42.9,43.45,47.4,68.39,52.48,46.76,48.46,40.65,6,3,41.35,1092,2325.5,12928.5,249747
40.86,56.33,51.14,46.63,55.08,57.86,65.64,45.29,47.89,53.12,58.07,49.33,48.74,7,1,37.72,1088,2325.5,12928.5,249747
57.95,43.28,55.84,49.57,31.13,48.04,40.94,47.81,65.39,47.85,42.7,63.54,66.69,6,0,75.48,1074,2165,11161,450218
37.78,41.8,40.82,53.29,50.08,61.6,53.8,59.39,44.71,35.23,60.75,49.91,54.95,3,1,15.42,1093,2325.5,12928.5,249747
45.13,49.13,57.05,47.99,43.9,51.64,40.28,60.76,43.42,44.2,53.96,31.27,39.43,3,0,4.35,1034,2325.5,12928.5,249747
56.57,60.03,51.57,36.15,43.87,53.67,62.11,49.4,68.99,41.61,53.34,32.16,65.27,6,0,22.89,1094,2325.5,12928.5,249747
55.66,55.51,49.21,32.46,41.62,58.93,50.41,38.34,50.06,40.76,35.67,52.24,60.81,4,2,2.35,1053,2325.5,12928.5,249747
61.69,59.52,46.77,50.18,33.63,49.76,54.21,65.96,56.72,23.97,59.11,46.86,31.36,5,3,9.25,1027,2325.5,12928.5,249747
55.39,49.19,34.11,44.69,58.86,59.74,45.34,57.64,40.91,49.05,66.54,51.61,61.43,5,2,127.04,1060,2325.5,12928.5,249747
50.93,32.62,42.5,65.38,44.45,54.82,44.52,37.81,57.28,57.84,41.87,50.1,50.63,3,1,75.71,1044,2325.5,12928.5,249747
48.46,66.34,47.98,47.62,59.48,69.66,39.25,54.06,52.91,52.62,34.06,56.62,54.28,5,3,51.87,1070,2325.5,12928.5,249747
50.6,49.81,54.9,50.3,60.01,31.72,56.64,48.27,26.09,41.49,37.64,61.9,43.01,8,5,10.04,1059,2325.5,12928.5,249747
64.71,42.51,46.43,51.77,51.26,36.88,43.27,37.19,57.64,55.26,57.67,55.4,41.99,4,3,5.94,1069,2325.5,12928.5,249747
45.25,45.94,62.65,55.7,50.12,54.07,42.63,34.8,49.07,37.28,38.86,62.28,38.68,6,0,7.55,1017,2325.5,12928.5,249747
43.09,71.13,43.88,33.47,56.09,47.98,40.73,52.3,55.5,31.72,46.49,47.66,45.61,8,5,3.7,1071,2325.5,12928.5,249747
44.37,31.14,34.69,65.67,40.59,48.89,40.04,54.75,56.15,59.06,51.34,42.44,44,6,3,14.14,1041,2325.5,12928.5,249747
57.02,50.29,36.26,41.59,50.52,65.76,46.68,57.4,48.23,38.29,40.29,32.52,62.7,7,0,39.31,1054,2325.5,12928.5,249747
21.09,70.54,42.34,56.41,44.76,56.14,43.12,43.09,53.02,43.23,27.81,42.3,51.46,2,3,8.75,1013,2325.5,12928.5,249747
54.37,64.78,51.62,53.04,46.98,33.01,73.18,27.33,49.41,43.62,57.13,51.64,65.16,2,2,163.03,1000,2325.5,12928.5,249747
39.39,67.24,49.29,50.6,43.18,45.63,46.7,38.06,44.46,32.83,42.63,48.65,59.3,7,1,15.52,1027,2325.5,12928.5,249747
43.91,37.8,47.75,40.81,51.28,67.74,45.82,41.19,58.66,49.74,38.34,43.21,58.66,8,3,21.32,1055,2325.5,12928.5,249747
56.78,46.61,58.7,47.85,53.38,51.07,60.69,69.16,71.86,46.19,49.78,46.45,62.69,5,1,22.95,1043,2325.5,12928.5,249747
57.47,34.31,52.2,52.84,52.36,51.5,61.22,55.88,45.08,40.44,66.99,42.01,48.57,5,3,96.19,1084,2325.5,12928.5,249747
58.9,59.2,49.26,54.99,61,46.05,46.77,52.92,42.65,40.4,55.95,56.72,48.26,6,1,29.43,1046,2325.5,12928.5,249747
40.11,61.32,44.43,49.27,47.96,63.2,22.33,61.95,57.93,36.58,49.86,47.42,56.05,3,0,6.56,1057,2325.5,12928.5,249747
61.8,54.47,44.69,41.8,50.77,62.38,55.53,54.19,50.38,53.73,51.6,55.77,42.76,5,1,0.49,1010,2325.5,12928.5,249747
60.91,68.37,54.17,39.72,57.97,49.87,75.75,70.44,43.54,63.95,49.41,38.55,49.7,5,1,20.6,1099,2325.5,12928.5,249747
66.02,55.6,51.21,32.22,56.61,40.31,54.08,52.08,21.5,32.04,49.52,54.35,59.02,3,1,20.1,1095,2325.5,12928.5,249747
44.44,41.87,43.4,49.05,38.61,60.56,67.08,50.98,48.54,40.87,63.66,53.22,30.7,12,1,0.37,1088,2325.5,12928.5,249747
52.75,64.84,68.49,61.04,32.58,54.41,52.66,41.86,50.36,61.5,36.7,39.03,37.82,7,4,5.22,1004,2325.5,12928.5,249747
48.15,46.57,45.15,49.94,58.15,61.64,50.14,64.78,39.31,38.34,57.15,54.57,45.31,7,1,6.71,1064,2391,43407,487133
55.1,54.02,34.04,53.02,62.83,57.66,62.03,57.71,51.94,57.88,45.14,30.66,39.62,3,3,20.49,1029,2325.5,12928.5,249747
41.77,45.9,42.84,50.92,49.46,54.88,42.28,40.11,54.42,49.19,56.23,59.88,42.93,6,3,51.47,1010,2325.5,12928.5,249747
44.87,36.74,58.97,51.76,54.31,45.54,46.85,48.46,62.94,55.01,57.69,49.63,62.48,3,0,20.07,1059,2325.5,12928.5,249747
49.67,31.7,51,57.09,54.46,39.01,64.45,34,40.94,62.25,51.96,53.96,41.51,10,2,22.43,1084,2325.5,12928.5,249747
47.22,64.16,38.54,43.38,44.49,51.76,67.93,38.38,48.73,74.86,62.79,35.95,57.61,3,1,19.75,1054,2325.5,12928.5,249747
45.71,36.76,42.38,38.8,54.58,52.06,40.49,58.84,37.96,49.7,47.92,49.85,52.86,5,1,4.72,1027,2325.5,12928.5,249747
53.51,41.62,39,50.01,57.71,52.12,45.39,38.03,49.22,38.43,58.76,38.89,58.62,3,1,55.96,1087,2325.5,12928.5,249747
52.21,46.67,37.03,44.06,44.66,46.13,57.45,50.01,41.51,49.93,48.56,57.07,49.08,2,4,3.29,1072,388,18960,286623
60.69,54.17,50.6,63.08,34.76,63.99,53.32,66.53,56.98,28.61,39.59,49.25,57.28,4,2,60.09,1055,2325.5,12928.5,249747
47.84,63.02,53.36,66.78,47.88,57.82,61.35,33.26,50.21,36.79,52.59,55.19,50.94,8,2,11.14,1024,2325.5,12928.5,249747
56.01,43.79,46.46,47.61,58.99,72.22,52.34,26.61,36.4,50.75,40.91,53.62,54.13,7,2,26.7,1042,2325.5,12928.5,249747
57.93,67.3,51.86,42.59,43.19,50.56,60.01,47.56,56.93,29.17,38.7,48.16,56.46,5,2,22,1099,2325.5,12928.5,249747
43.28,59.13,65.42,59.74,51,40.84,61.45,55.33,50.08,60.89,59.21,48.94,57.09,2,5,72.07,1100,2325.5,12928.5,249747
55.31,33.88,45.49,52.18,36.81,61.62,51.65,33.46,54.56,56.58,44.37,36.85,61.71,6,0,54.33,1089,2325.5,12928.5,249747
41.37,58.75,57.61,45.32,64.08,41.14,50.15,54.63,45.06,48.1,49.04,51.02,50.94,5,2,36.56,1010,2325.5,12928.5,249747
54.95,74.92,48.62,44.35,47.22,63.02,34.87,43.22,36.71,54.97,51.24,39.04,44.42,4,1,3,1095,2325.5,12928.5,249747
69.67,57.76,41.7,51.75,46.21,37.04,31.72,53.93,53.66,43.36,57.08,36.7,48.37,4,6,12.56,1078,2325.5,12928.5,249747
52.88,70.24,35.93,60.99,55.23,49.89,59.12,56.26,32.2,49.95,52.26,47.98,36.21,8,2,48.16,1024,2325.5,12928.5,249747
52.67,49.56,48.49,49.89,50.49,53.17,56,52.84,42.97,63.86,43.79,61.9,49.01,3,4,31.69,1009,2325.5,12928.5,249747
53.46,47.23,56.63,54.81,55.3,53.7,56.42,57.57,61.63,46.07,41.33,53.01,48.29,6,1,11.8,1080,2325.5,12928.5,249747
35.39,40.94,31.82,46.72,69.58,44.41,49.85,39.6,51.6,45.72,60.99,39.88,58.09,9,1,12.88,1045,2325.5,12928.5,249747
72.41,50.97,71.32,48.76,54.03,41.83,52.92,64.04,48.04,59.68,49.5,50.41,54.96,7,4,2.76,1071,2325.5,12928.5,249747
48.48,53.21,34.57,54.31,46.43,56.72,37.59,49.85,40.52,43.85,34.62,43.64,49.31,3,2,7.9,1017,2325.5,12928.5,249747
49.09,61.81,50.8,54.51,50.1,43.36,42.6,44.59,33.34,36.82,47.45,40.22,58.65,6,1,33.37,1051,2325.5,12928.5,249747
50.14,44.35,47.73,50.26,41.76,49.54,40.12,34.14,53.62,45.03,47.65,63.15,68.3,3,6,2.12,1032,2325.5,12928.5,249747
26.35,34.58,61.6,55.5,44.91,53.27,41.9,55.02,33.55,35.83,64.52,71.7,55.09,7,3,32,1078,2325.5,12928.5,249747
55.37,57.2,61.68,69.88,53.35,44.25,51.29,46.03,53.66,71.64,42,63.26,66.38,5,3,38.26,1006,2325.5,12928.5,249747
43.85,62.19,46.9,66.66,66.56,39.52,41.01,47.87,32.39,54.47,46.18,39.81,51.55,4,3,41.44,1027,2325.5,12928.5,249747
48.07,48.1,35.39,47.67,56.41,38.75,49.22,44.69,35.44,72.48,52.54,38.03,53.94,6,2,35.1,1062,2325.5,12928.5,249747
24.84,63.09,50.85,43.67,42.48,50.94,46.6,45.64,33.19,35.4,51.04,60.91,54.19,4,5,9.04,1041,2325.5,12928.5,249747
44.62,64.86,52.96,46.9,51.99,67.14,54.38,60.46,54.06,61.31,46.21,55.29,60.18,10,3,0.61,1091,2842,14680,408799
59.08,49.02,35.77,51.83,47.5,26.96,39.2,47.83,65.19,58.39,51.95,70.11,50.65,2,1,48.78,1073,2325.5,12928.5,249747
56.82,66.41,50.59,49.19,50.41,73.84,35.76,38.44,47.59,41.08,56.5,44.23,49.85,5,2,3.37,1039,2325.5,12928.5,249747
47.8,41.62,55.66,54.74,58.52,34.66,48.56,50.18,57.78,53.28,60.24,49.22,64.88,4,2,5.1,1076,1214,6753,107619
64.03,54.2,48.2,52.13,52.72,37.94,42.44,30.25,56.67,44.13,58.51,39.21,48.17,6,2,23.58,1043,2325.5,12928.5,249747
65.01,50.05,57.64,47.7,55.05,44.47,57.79,31.22,73.79,57.13,44.21,53.08,71.73,6,3,215.94,1072,2325.5,12928.5,249747
52.09,44.26,47.26,56.38,50.44,44.56,51.44,48.37,47.18,39.87,48.71,25.72,53.78,9,2,30.26,1078,2325.5,12928.5,249747
48.94,48.42,47.5,59.04,66.11,47.34,54.54,55.71,42.27,69.73,51.33,44.7,50.08,3,0,7.31,1006,2325.5,12928.5,249747
36.15,52.61,48.31,48.51,46.5,38.98,61.15,37.36,43.26,55.55,55.71,48.87,53.14,7,1,87.32,1018,2325.5,12928.5,249747
50.65,46.36,34.44,48.87,43.53,45.77,63.44,75.53,41.42,56.22,52.08,50.94,51.04,4,0,22.95,1052,2325.5,12928.5,249747
68.86,52.12,54.59,34.18,63.15,37.6,45.56,39.49,62.74,46.44,70.42,56.73,41.09,5,1,5.52,1054,2325.5,12928.5,249747
49.02,53.14,58.97,54.77,61.37,60.82,55.5,28.65,43.49,61.82,67.05,36.47,34.74,2,3,102.93,1038,2325.5,12928.5,249747
43.46,38.42,52.83,58.03,41.29,57,59.78,57.5,64.77,37.01,48.97,41.49,57.67,4,3,4.32,1081,2325.5,12928.5,249747
59.66,55.77,63.88,63.08,57.79,45.42,55.35,45.44,59.71,71.17,32.51,37.25,49.3,5,2,108.23,1053,2325.5,12928.5,249747
42.56,42.91,45.78,48.51,62.23,35.08,65.65,57.71,54.1,61.11,52.55,35.41,39.9,9,4,14.08,1071,2325.5,12928.5,249747
72.96,65.59,25.95,45.45,63.8,42.46,46.94,42.62,45.52,42.44,42.95,41.98,54.13,8,3,23.69,1013,2353,17743,279662
54.47,58.61,41.6,57.03,54.71,34.52,62.22,37.17,44.66,56.5,58.89,49.76,44.07,3,1,31.1,1070,2325.5,12928.5,249747
42.24,67.82,44.45,34.62,66.72,42.12,58.59,51.39,58.25,50.21,48.22,35.25,46.69,8,1,11.16,1006,2325.5,12928.5,249747
46.16,36.62,59.9,48.49,62.15,53.72,53.57,44.7,61.64,39.95,42.49,45.48,59.21,8,2,20.69,1047,2325.5,12928.5,249747
43.96,39.16,42.87,59.09,57.81,32.85,54.46,52.68,51.02,48.31,60.48,44.37,39.37,3,3,16.48,1042,2325.5,12928.5,249747
44.06,36.02,44.3,52.74,42.46,53.64,48.91,42.72,47.9,51.69,50.8,61.1,52.35,7,2,8.89,1045,2325.5,12928.5,249747
50.75,44.57,43.34,55.86,74.33,46.04,58.59,27.5,40.94,35.93,46.94,53.84,54.05,8,0,2.5,1043,2325.5,12928.5,249747
46.77,51.16,55.27,49.67,43.28,37.6,55.58,54.34,61.57,43.45,51.79,56.41,61.18,2,4,0.88,1015,2325.5,12928.5,249747
59.23,37.34,37.97,63.4,53.62,46.18,64.11,48.4,44.94,64.83,48.54,43.83,55.6,4,1,1.65,1034,2325.5,12928.5,249747
46.25,44.44,45.29,48.55,44.23,63.47,33.8,37.25,50.02,63.44,51.45,43.05,53.2,3,3,6.19,1017,2325.5,12928.5,249747
60.53,51.99,56.52,63.54,55.82,42.72,47.37,55.68,33.35,38.17,58.57,42.19,42.9,2,4,2.14,1050,2325.5,12928.5,249747
45.38,57.8,64.65,40.07,44.75,55.68,55.14,55.57,39.49,47.34,71.78,55.11,57.48,6,1,101.56,1061,2325.5,12928.5,249747
52.51,28.3,55.47,43.74,69,68.68,74.58,53.69,38.64,73.27,62.5,79.97,51.14,4,4,36.34,1021,2325.5,12928.5,249747
45.5,55.53,47.55,73.39,43.54,54.46,53.46,41.97,60.8,48.32,64.65,46.08,61.55,8,3,6.6,1034,2325.5,12928.5,249747
58.79,34.51,67.26,66.49,41.69,53.39,44.27,52.42,46.48,42.77,51.5,50.39,53.18,4,0,30.97,1027,2325.5,12928.5,249747
55.18,42.68,45.04,55.88,48.14,42.45,49.56,70.87,56.51,39.95,47.28,56.51,60.27,4,0,5.8,1060,2325.5,12928.5,249747
73.95,34.01,45.36,45.27,52.12,72.34,55.09,39.38,55.15,40.01,37.24,68.78,55.67,5,4,20.18,1069,2325.5,12928.5,249747
43.42,48.48,50.24,60.91,46.42,64.74,37.37,56.75,39.53,44.92,38.27,46.17,56.96,5,2,1.22,1026,2325.5,12928.5,249747
26.27,38.03,58.47,45.16,57.4,37.01,72.65,51.16,54.41,68.49,62.76,54.32,46.93,5,0,11.22,1018,2325.5,12928.5,249747
52.68,63.46,47.78,55.38,54.15,43.92,56.81,58.74,52.47,47.98,61.65,47.53,48.3,2,1,1.16,1092,2325.5,12928.5,249747
49.27,36.58,59.51,41.67,31.98,51.47,37.96,29.69,53.1,41.23,62.43,36.77,39.47,6,3,28.21,1062,2325.5,12928.5,249747
40.38,52.64,50.09,58.53,68.42,39.22,28.4,58.23,56.41,55.81,49.49,59.35,31.43,3,1,49.68,1020,2325.5,12928.5,249747
45.73,49.97,62.73,20.76,43.14,21.65,43.1,52.77,52.2,41.35,55.35,42.54,63.66,2,1,2.11,1008,2325.5,12928.5,249747
48.49,59.2,59.5,49.99,70.56,52.17,61.56,43.08,46.2,33.73,53.09,48.27,57.57,4,1,98.61,1068,2325.5,12928.5,249747
63.22,54.49,46.45,59.85,66.69,55.91,49.54,60.88,44.18,56.1,40.02,33.77,54.08,4,2,9.64,1022,2325.5,12928.5,249747
43.68,58.26,52.76,53.24,58.76,56.26,46.66,29.44,59.25,49.87,45.86,63.78,56.16,4,2,25.48,1034,2325.5,12928.5,249747
45.65,59.7,53.46,48.8,50.41,35.16,39.52,55.22,51.76,51.93,61.98,45.76,46.23,4,0,22.18,1005,2325.5,12928.5,249747
52.93,63.19,39.27,61.39,51.02,41.94,51.53,51.3,66.13,39.37,77.13,72.9,50.21,10,1,10.37,1049,2325.5,12928.5,249747
52.43,35.89,54.58,54.28,43.59,51.44,56.01,43.94,53.11,49.66,31.61,60.36,46.79,2,1,37.25,1002,532,1442,86651
48.82,49.6,62.27,54.04,56.73,47.32,39.02,44.69,49.83,56.45,47.79,60.14,61.94,7,1,4.52,1003,3100,15139,181742
45.31,60.51,46.28,53.97,44.55,41.49,44.49,37.54,50.24,40.24,60.21,41.85,53.69,6,2,14.96,1051,2325.5,12928.5,249747
64.3,44.96,40.73,30.23,54.33,57.92,64.48,48.55,44.21,48.43,62.59,38.14,48.13,11,1,47.72,1047,2325.5,12928.5,249747
32.32,44.66,45.57,47,40.18,68.59,52.92,62.88,37.68,42.86,41.94,37.43,55.54,4,2,19.07,1100,2325.5,12928.5,249747
50.91,46.42,48.69,47.75,48.75,45.74,44.67,62.22,54.34,44.63,47.62,55.61,42.44,3,4,77.75,1091,2325.5,12928.5,249747
41.68,46.19,27.21,63.63,65.74,50.18,45.69,59.98,65.15,37.97,60.66,58.61,59.81,3,0,0.48,1008,2325.5,12928.5,249747
65,57.14,45.78,46.23,42.53,56.73,66.37,54.13,39.55,53.01,54.97,56.92,68.73,2,1,16.43,1058,2325.5,12928.5,249747
37.49,38.35,58.75,50.42,36.17,58.34,39.36,36.92,47.94,31.91,45.56,52.8,41.94,6,1,2.17,1041,2325.5,12928.5,249747
39.85,42.71,43.8,53.12,47.48,46,51.44,35.37,70.39,45.23,52.62,42.77,45.19,3,2,27.9,1037,2325.5,12928.5,249747
55.75,54.82,50.92,65.17,56.33,60.46,49.87,56.6,64.08,46.05,50.89,43.34,50.72,4,0,81.26,1051,2325.5,12928.5,249747
50.88,40.68,52.5,31.67,49.21,55.83,55.6,55.32,44.68,45.25,29.99,62.58,49.49,5,3,30.06,1044,2325.5,12928.5,249747
38.49,44.92,64.04,60.5,45.47,45.74,38.57,67.91,46.05,47.9,34.51,50.19,52.23,6,2,11.75,1041,2325.5,12928.5,249747
37.56,44.83,52.76,48.74,46.1,48.46,39.31,33.73,30.73,54.93,47.42,54.21,52.58,5,4,70.76,1072,2325.5,12928.5,249747
55.59,47.27,69.18,42.28,45.32,51.28,38.6,43.22,50.18,44.17,33.15,57.07,37.44,6,2,39.28,1094,2325.5,12928.5,249747
57.88,65.96,55.75,60.52,54.73,54.22,40.87,60.85,40.67,57.13,60.64,41.72,34.7,6,2,21.68,1067,2325.5,12928.5,249747
30.43,57.58,54.46,39.41,56.69,36.91,58.23,38.72,54.3,62.45,51.45,55.03,49.67,5,0,82.88,1016,2325.5,12928.5,249747
41.65,32.55,61.25,22.95,42.32,57.51,51.73,47.54,48.48,58.09,49.82,76.27,48.25,3,1,12.65,1008,2325.5,12928.5,249747
40.89,49.43,62.74,55.35,48.23,63.26,51.09,53.21,48.11,42.52,48.98,60.78,75.3,4,6,1.58,1020,2325.5,12928.5,249747
40.5,41.02,56.17,55.07,44.05,56.18,39.4,44.4,64.41,46.47,54.81,67.88,31.16,3,3,17.14,1092,2325.5,12928.5,249747
55.73,66.74,38.96,57.44,49.54,49.02,35.75,49.45,63.47,48.3,46.93,36.24,63.48,5,2,34.36,1060,2325.5,12928.5,249747
35.17,41.29,43.31,64.57,65.23,35.41,45.32,36.56,61.13,52.77,44.69,46.65,40.4,5,2,38.6,1052,2325.5,12928.5,249747
46.2,61.64,42.03,59.12,74.56,67.29,60.9,50.77,42.07,43.58,59.12,35.58,37.62,2,5,0.98,1058,2325.5,12928.5,249747
47.58,30.92,45.63,58.35,54.34,51.3,40.52,67.32,57.85,52.24,49.92,33.68,29.97,4,4,50.57,1078,2325.5,12928.5,249747
44.72,44.82,60.98,47.29,51.1,46.26,54.67,56.56,42.23,42.4,39.93,56.52,61.59,3,3,34.78,1092,2325.5,12928.5,249747
32.87,52.53,35.83,54.43,27.72,37.4,68.62,44.99,51.02,36.07,38.62,33.87,57.99,7,3,25.64,1041,2325.5,12928.5,249747
42.56,48.85,47.13,55.07,55.48,40.59,56.72,59.54,37.18,53.86,40.02,50.78,39.99,6,3,36.92,1032,2325.5,12928.5,249747
50.66,34.38,50.51,47.51,31.93,55.29,42.12,35.33,60.48,52.68,52.04,45.54,55.67,2,1,4.51,1004,2325.5,12928.5,249747
52.72,51.02,43.04,62.53,38.09,54.54,54.73,36.72,33.66,56.74,57.04,53.54,66.27,9,0,23.45,1026,2325.5,12928.5,249747
55.12,41.98,32.46,52.26,65.85,58.28,46.11,51.03,65.93,65.53,41.77,61.86,54.07,9,2,38.99,1038,2325.5,12928.5,249747
47.74,69.14,69.41,50.35,50.18,41.37,55.06,63.63,48.51,41.82,45.82,45.58,20.7,3,3,25.25,1065,2531,5948,176426
38.44,46.08,34.84,66.88,42.38,54.28,46.13,57.16,61.59,48.16,61.04,54.49,46.96,1,2,8.68,1042,2325.5,12928.5,249747
59.43,40.34,58.3,56.47,52.61,47.59,55.67,43.88,53.06,68.06,52.3,61.61,50.24,2,0,28.49,1010,2325.5,12928.5,249747
57.1,49.24,46.82,45.57,55.56,60.3,31.99,54.86,36.43,35.83,42.46,59.53,42.5,3,3,17.27,1040,2325.5,12928.5,249747
67.6,25.77,68.09,54.16,43.77,55.8,51.08,45.27,57.96,50.03,54.65,43.96,51.86,8,3,1.18,1079,1613,19432,304176
52.21,50.91,50.61,55.43,33.68,47.19,59.97,49.68,48.29,76.01,27.68,62.71,60.94,7,0,62.49,1030,2325.5,12928.5,249747
64.03,59.15,64.46,63.41,43.01,51.9,59.24,39.09,45.25,50.97,40.05,35.91,40.07,7,5,15.81,1051,2325.5,12928.5,249747
51.01,51.41,58.35,58.06,43.17,58.99,46.22,67.01,36.82,37.08,47.66,41.25,39.46,4,2,24.9,1021,2325.5,12928.5,249747
45.98,58.5,61.46,57.6,44.21,47.89,55.73,43.42,62.24,55,72.28,51.56,42.09,5,1,3.37,1032,2325.5,12928.5,249747
64.63,45.81,49.42,43.29,51.94,55.53,42.92,36.7,50.28,59.08,64.07,40.37,51.41,3,5,16.84,1054,2325.5,12928.5,249747
49.61,35.68,72.26,41.25,46.95,41.02,39.57,50.33,46.18,48.9,46.27,54.06,69.54,5,3,24.29,1063,2325.5,12928.5,249747
